log10_accretion_rate abundances-ratio HeH-ratio
-9.601647100049344630e+00 -6.441692183771214886e-01 3.385651058859351359e-02
-9.687645427237585594e+00 -2.682543167816904273e-01 -8.300415843520293768e-02
-9.694773868253315996e+00 -2.658658233479433974e-01 1.296039785265507005e-01
-9.682889684787252094e+00 -2.522918201055013299e-01 2.110851642968335773e-01
-9.730928206372370326e+00 -5.196103386069736985e-01 1.117686984728571975e-02
-9.706735296420436754e+00 -6.618511333007526254e-01 -4.323334595161434230e-02
-9.705256801220700780e+00 -6.181692758746422101e-01 1.407636022287339084e-01
-9.702619509171640289e+00 -5.944827844042261944e-01 1.403373632718259711e-01
-9.676285775878238127e+00 -3.759003607794237922e-01 -4.191775615808317201e-02
-9.688885402549736625e+00 -3.866419450739648767e-01 4.653828535551712831e-03
-9.710199666233815918e+00 -3.957766691233626233e-01 1.008003557861588406e-01
-9.701791963869187185e+00 -6.308368627063014600e-01 -8.793828043743430467e-02
-9.667975044892854086e+00 -4.463751632562331650e-01 1.222270347086435727e-01
-9.669507722194039090e+00 -4.933936508380440955e-01 1.561204795484143204e-02
-9.648328152932016621e+00 -7.148903592249071792e-01 3.041146093073432422e-03
-9.628098209574364574e+00 -6.489577132163981688e-01 8.522882929840668031e-02
-9.672947113685266274e+00 -4.421490102644254350e-01 1.169919082502092478e-02
-9.710527240787572012e+00 -4.910187806078072370e-01 3.705625305342134107e-02
-9.651777521210730626e+00 -6.979608807982824459e-01 -7.938491033774436323e-02
-9.730087220607343212e+00 -3.609926601549284797e-01 1.054329177655917160e-01
-9.663931028270345891e+00 -6.536449445808618641e-01 -9.239774663620679840e-02
-9.608684760794421464e+00 -5.535292570409326984e-01 -2.323858641128088709e-01
-9.663578118777211401e+00 -6.505159834975220434e-01 -1.473956935018801151e-01
-9.686178280487858672e+00 -7.548922271354259195e-01 -6.815943861397022463e-02
-9.590370196197939734e+00 -8.489628702711584651e-01 -8.462459571090756583e-03
-9.715744850782867204e+00 -5.560155822930084035e-01 9.554515360637251542e-02
-9.683461277463084826e+00 -5.763787742994774810e-01 3.213102536124926023e-02
-9.588383339810389927e+00 -2.063659455120268049e-01 -2.147118208954913454e-01
-9.601292889662593311e+00 -6.242377409438431002e-01 -1.408903857363850709e-01
-9.630902663454266488e+00 -3.445959692315181400e-01 -2.642947104471136607e-02
-9.578542628427181072e+00 -5.009649959311124334e-01 -4.646463556301697051e-02
-9.605251741737646398e+00 -6.012395452222389913e-01 -8.570895714308650326e-02
-9.649800940744597710e+00 -7.253544715593482906e-01 6.500291507888777964e-03
-9.694985347538825238e+00 -4.081327404847820972e-01 1.099483310196724406e-01
-9.715341955616674241e+00 -4.061444895806101130e-01 1.053880065709167368e-02
-9.663472027669888220e+00 -5.118282123814461571e-01 2.328449305350072107e-02
-9.700091824331959600e+00 -5.174989249664747604e-01 8.131941726816901972e-02
-9.628843486074510238e+00 -3.902230754779072441e-01 -2.507550465291360497e-01
-9.642470383654451638e+00 -5.455319577310175916e-01 -2.448488768030321339e-02
-9.646106720239304266e+00 -6.814122717225479242e-01 -1.623241344643594208e-01
-9.653549573644211179e+00 -6.606747571997706459e-01 3.073289002179661888e-02
-9.679252588309150696e+00 -6.337160239443306864e-01 9.789762332598869743e-02
-9.666296805786680935e+00 -5.508216988976784023e-01 1.293867601524839595e-02
-9.663416653278041224e+00 -2.886150964511973172e-01 2.848642459370023805e-02
-9.681173391070215573e+00 -4.659681426752078082e-01 -4.868192732191689576e-02
-9.581718873694569538e+00 -6.753249869926807314e-01 -2.840776037838967788e-02
-9.700977083480800900e+00 -4.101901995475332185e-01 1.601613336794529274e-01
-9.656614974405968610e+00 -7.230915841893947871e-01 -4.672068934767580339e-01
-9.670979241083010436e+00 -6.765328798109742081e-01 7.280892763613600049e-03
-9.648185750171451858e+00 -6.108403716912613746e-01 2.314681517177936965e-01
-9.640738768821535132e+00 -7.616658241419513864e-01 -2.122740340191009711e-01
-9.683799610447410444e+00 -6.328779413570488899e-01 -8.426411863337585073e-02
-9.694216535173383775e+00 -5.515715937846792372e-01 -1.162533708559952278e-01
-9.622255377036813329e+00 -6.096832803147416158e-01 -2.073217432635113822e-01
-9.672217281674900136e+00 -5.610402200111446191e-01 -4.140493042516737998e-02
-9.612809157205173705e+00 -5.393720675529429798e-01 -5.736662783447862846e-02
-9.711016890048822958e+00 -5.467595565925145173e-01 3.991956782182723429e-02
-9.656619692019070555e+00 -5.418976231682552935e-01 9.333734129543612423e-02
-9.694913964672263518e+00 -4.538120686086193345e-01 1.679787875097913386e-01
-9.652383679963717711e+00 -6.087033568126161143e-01 -7.250699842535154871e-02
-9.733104413617837736e+00 -5.390267792345788678e-01 -6.352472035741199563e-02
-9.651554901944795262e+00 -6.214163342586642713e-01 1.548322962257927815e-01
-9.645140817334711514e+00 -5.525968433587866713e-01 1.194665448722956047e-01
-9.651572944282021282e+00 -5.939082542327129843e-01 8.798741708536997330e-02
-9.679208838040025853e+00 -5.016753667572091402e-01 -2.519942458858684398e-02
-9.651711014748228123e+00 -5.067957003295591178e-01 -1.258637896557748825e-01
-9.605736423628002285e+00 -4.198503791992393985e-01 3.489432860970520522e-02
-9.605322596777893907e+00 -5.364536671220339059e-01 -8.198558023317670251e-02
-9.701941105605991211e+00 -4.601758111846958599e-01 -2.279872583906424610e-01
-9.725312360643433962e+00 -6.091059389423856274e-01 1.503974173568664585e-01
-9.596249363389013354e+00 -6.003278180657902752e-01 -2.099221805945531205e+00
-9.714918653878832799e+00 -4.657026819597582801e-01 -7.533620968717547051e-02
-9.616032485420404896e+00 -8.227038904985981560e-01 7.221664516532591560e-02
-9.685805288147035341e+00 -6.160443525460541636e-01 1.170074913017854490e-01
-9.690872435671099794e+00 -3.510909779382860307e-01 -2.160265129340645240e-02
-9.681702883547606220e+00 -5.262909390874490612e-01 2.031916622393429295e-01
-9.653208738010254919e+00 -2.989374388816274930e-01 -2.986943055071273889e-01
-9.615971150732841366e+00 -4.525542689930466267e-01 -3.271505189024063176e-01
-9.714705120093942270e+00 -7.584967621936593574e-01 -6.189834064638597561e-02
-9.681810004678908399e+00 -6.988977429129814567e-01 -4.831910787629583454e-02
-9.614402905826842982e+00 -5.024428946846315469e-01 2.304327160875923458e-02
-9.643205651226619324e+00 -4.798866412455931041e-01 -1.441289464282917709e-01
-9.695046824923359452e+00 -2.345573358003845144e-01 1.565955079653239684e-02
-9.701008706395112924e+00 -2.884420925247042078e-01 1.414126149510235853e-01
-9.649736984474555967e+00 -6.639771999086203635e-01 -1.269917845585738780e-01
-9.702536057282127757e+00 -6.130855377604427225e-01 2.909618951961239972e-02
-9.699167238012211811e+00 -5.737050469010247511e-01 2.485034493238982567e-01
-9.648173375961254905e+00 -5.942941527005984881e-01 2.869030791649558321e-01
-9.683791121869722573e+00 -2.229492561380759241e-01 4.631987211850602248e-02
-9.656202424059394218e+00 -3.835450140872973535e-01 1.290384336794792031e-04
-9.686344889157128435e+00 -5.216426707989842981e-01 2.801375229473064832e-01
-9.712298566226756691e+00 -5.461524636117487397e-01 -1.333706211465698344e-01
-9.659922863099867030e+00 -6.130205611560439749e-01 2.236508919404696094e-01
-9.664508762044011547e+00 -3.903718531172986062e-01 1.753978314052163923e-02
-9.687359557610493610e+00 -5.615388549851054734e-01 -3.594515354238180666e-02
-9.682708674440595686e+00 -3.768914466514594608e-01 1.279201900237283973e-01
-9.704274360197073790e+00 -5.435198743341205230e-01 1.001851719574002458e-01
-9.666096754906766009e+00 -5.007930164978731113e-01 1.945466624448407428e-02
-9.600624551019025787e+00 -6.711362240121485634e-01 -6.234861181615152653e-02
-9.668334378356721714e+00 -8.297645652647855918e-01 -1.295559872919627153e-03
-9.691671921939697398e+00 -3.134072296659082824e-01 -1.411441628200936493e-02
-9.648894691087473774e+00 -7.669794210622979946e-01 -3.198282415695971603e-02
-9.687841604915732319e+00 -5.056041746749575516e-01 5.016099808602145216e-02
-9.642659262915323382e+00 -5.922484947908737141e-01 -1.533668707895496919e-02
-9.633676904240761729e+00 -1.631833301487874976e-01 3.097551960791179726e-03
-9.707172468591553027e+00 -6.924543108632179589e-01 5.245079191085465914e-02
-9.672766542913452170e+00 -4.928276209929540741e-01 1.852674483952481549e-02
-9.578852288621742872e+00 -3.762158618152753320e-01 8.528123733261261386e-02
-9.668049018422689045e+00 -4.748981459797212423e-01 3.059009231384542463e-02
-9.650395237877340548e+00 -4.709268630624778851e-01 1.210738010585005464e-01
-9.606516084870275307e+00 -5.353454147651728334e-01 -9.703917926010346973e-02
-9.730158061307436768e+00 -4.436683572474509063e-01 -8.751667172423033270e-02
-9.649115063226277655e+00 -7.239366062619740916e-01 -3.130204625535709662e-02
-9.681698576383023891e+00 -3.018506338815125645e-01 1.500477156957456815e-02
-9.708972985356917107e+00 -1.770556354404835275e-01 -1.989940450376229131e-02
-9.701008056624951692e+00 -5.136786316774273331e-01 -1.251452360453527146e-01
-9.700397470016406842e+00 -6.794350365105423784e-01 1.126458365351797053e-02
-9.608747529662272413e+00 -4.906065697297234962e-01 -2.365871929616036873e-01
-9.611258267320881288e+00 -3.020849963378182679e-01 -1.060478025212182804e-02
-9.648679106602752853e+00 -6.872392340863315852e-01 2.294432570715904118e-02
-9.679691143213393190e+00 -7.661659433318201984e-01 7.982551358223988203e-02
-9.684900834936428282e+00 -5.819513741255644135e-01 1.503722233946884201e-01
-9.648682896895520500e+00 -6.321286227740952057e-01 3.898120582160340131e-02
-9.678805972359700860e+00 -4.650580234861498852e-01 2.457455180265426947e-02
-9.658512119278954700e+00 -4.276227638495875283e-01 -3.536204002394000012e-02
-9.535351382640223861e+00 -5.433229233125320690e-01 -1.131485855360715720e-02
-9.718350010976951836e+00 -4.665991842898193909e-01 3.752772323639066293e-02
-9.681764198025295087e+00 -6.326675938085406514e-01 -1.891212167094797336e-01
-9.677660778953747212e+00 -5.500561676938131583e-01 1.464544901115588660e-02
-9.686963215822906648e+00 -3.696637894670704583e-01 2.525564438015076019e-01
-9.671221666447550547e+00 -5.891977242505062051e-01 -2.560379854640538744e-01
-9.670323860917902081e+00 -6.105167967902578319e-01 -6.648017410933688975e-02
-9.690636063047374904e+00 -3.743124559897590409e-01 -5.349009450508512842e-02
-9.670117008467366659e+00 -5.633608030448291615e-01 -1.455432905789977305e-01
-9.646924765247225864e+00 -5.043329743329758585e-01 -1.126593538721719912e-01
-9.659347529205295046e+00 -7.057471706491504904e-01 8.896309507429812913e-02
-9.736898789304429869e+00 -4.255601803007937889e-01 -1.368371353311803595e-03
-9.662529301292023476e+00 -5.583959889780540919e-01 1.218833746917338812e-01
-9.688390398420970939e+00 -1.298538753214675268e-01 6.737060724893061125e-02
-9.681338888987930602e+00 -5.809987301774972579e-01 1.756351619604610854e-03
-9.716234343278244978e+00 -4.740817470898095465e-01 4.974122277407435483e-02
-9.684972260119298682e+00 -5.578091938823277474e-01 4.549964748611443066e-02
-9.713957671612016398e+00 -4.962397300153904567e-01 1.878283912495912755e-01
-9.624585579769394883e+00 -5.559220389953232200e-01 -2.542085493237696697e-02
-9.596930850047796113e+00 -2.962589113748865799e-01 -1.919337992594985498e-01
-9.688867215049667081e+00 -5.151796588866233151e-01 -1.079268102683933472e-01
-9.659919965890377824e+00 -4.833405348657020539e-01 4.420257161271706758e-02
-9.636700033490429362e+00 -4.183780241771826169e-01 -7.156579666151122177e-02
-9.637725067234812926e+00 -7.653713500409082826e-01 4.780253999312948643e-02
-9.711500080556582759e+00 -5.019438840730483520e-01 -3.571550929442099398e-02
-9.604050291981094389e+00 -5.783079754487943092e-01 -1.896932811267646679e+00
-9.721649507142297253e+00 -5.850144220869899492e-01 -3.450758708955750653e-02
-9.591400466662229007e+00 -7.243968377584684148e-01 1.598219665649500132e-01
-9.677752884349512641e+00 -6.752796897915436247e-01 9.237872551722235703e-02
-9.722097079903786465e+00 -4.917707888039579700e-01 2.166716694352405562e-02
-9.653946264882760531e+00 -4.294836090900338021e-01 1.122277901780872611e-01
-9.658338413627209462e+00 -3.181971156622314112e-01 -1.721574193066256475e-01
-9.715644401238529682e+00 -5.173652265264898631e-01 -2.723695751475216364e-01
-9.698785612233395526e+00 -4.004821108488219039e-01 -3.344242960763421646e-02
-9.631745922713555785e+00 -9.077531832533405343e-01 1.321148711105784856e-01
-9.570358040983613535e+00 -6.375892437431573967e-01 -4.159959416940633981e-02
-9.632757234233828569e+00 -4.588792264821752731e-01 1.596186661769871673e-02
-9.652327570554520619e+00 -5.455982595241692934e-01 1.540757188762209573e-02
-9.718977329617162653e+00 -4.792736575709044544e-01 1.479424622849618842e-01
-9.665559876109405479e+00 -3.569485398460710002e-01 -7.448708138635709575e-02
-9.724464790810964487e+00 -7.035091394150176924e-01 2.276403809323709893e-02
-9.704447142808213300e+00 -6.582480319430752402e-01 2.476514498507651763e-01
-9.648165185212924655e+00 -5.221596472516401022e-01 1.892707282888432818e-01
-9.717698907509802808e+00 -2.531252051302708139e-01 -3.090645919401241448e-02
-9.668251730632423602e+00 -4.704526443584171602e-01 -3.175164488529031576e-02
-9.659086294317992483e+00 -5.613302372150039687e-01 1.959769154549664827e-01
-9.621413376725444166e+00 -6.222915895599241409e-01 3.023147802752955415e-02
-9.649188460621582308e+00 -5.875569907056936714e-01 1.991763930742193045e-01
-9.686842875438845368e+00 -6.679025733418022526e-01 -6.956527657578304158e-02
-9.698343268575545295e+00 -5.982490527889297027e-01 -4.318523681096239630e-03
-9.692352120102087909e+00 -4.865109941289720297e-01 1.461424561647240161e-01
-9.650783692719903328e+00 -7.433437266862021886e-01 -1.245048963127262237e-01
-9.646152083922540754e+00 -4.916096826125171404e-01 4.660460402137274472e-02
-9.667235924588490903e+00 -6.152285896732281323e-01 4.883525996522140172e-02
-9.626676087158788420e+00 -7.653851656053634045e-01 1.029559850953237904e-01
-9.656778900774188656e+00 -4.218613337891206072e-01 -4.585311196620341090e-02
-9.647292647555811840e+00 -4.859490715702108332e-01 -3.220699214075794375e-02
-9.680343851716614267e+00 -5.313464064347837024e-01 3.055955723937232166e-02
-9.654950899311780077e+00 -7.253454096805995732e-01 -2.347727730663842771e-02
-9.589693680375850349e+00 -4.544229504906267536e-01 1.656309344946149953e-01
-9.704181833093056042e+00 -4.866870593843133364e-01 4.541497481760442545e-03
-9.697040848556692794e+00 -5.099061726909677184e-01 3.952666879369294561e-02
-9.595694801046700917e+00 -4.198780052067787594e-01 1.712088923868418655e-01
-9.710218321699578325e+00 -3.921001643413148940e-01 5.374473576898644578e-03
-9.663392923134409784e+00 -4.946224312077065477e-01 1.973500442836554902e-01
-9.669468493813454302e+00 -6.881693632076171241e-01 -8.032988820951304787e-02
-9.700815037643382155e+00 -4.859914337799575712e-01 1.137044145653555438e-01
-9.645548385732350738e+00 -6.101371296772173380e-01 1.911271750192912733e-01
-9.655784309546499244e+00 -5.021789943197294548e-01 4.132111615672269533e-02
-9.703689569406865445e+00 -5.969446037759036372e-01 1.090253242909825088e-01
-9.678026031105224192e+00 -3.650778655702966446e-01 -1.275002216102872343e-01
-9.624392244532222307e+00 -7.290176011553488600e-01 1.166445301930037204e-02
-9.674357743564677037e+00 -3.851849784133998256e-01 -3.011971555075126927e-02
-9.552064250280698943e+00 -2.490166275392358131e-01 5.199603873485671157e-02
-9.686444244640707524e+00 -7.918956402876848877e-01 8.211026662323892000e-02
-9.693655443492291468e+00 -6.673208239924575125e-01 1.052885110159595683e-01
-9.697670935822950256e+00 -5.058697092615487279e-01 5.703736789149962266e-02
-9.703689124492781204e+00 -5.723977790219940687e-01 1.657058069836190861e-01
-9.679364460701027184e+00 -3.181278037222625699e-01 4.100747726469766707e-02
-9.644201557674277225e+00 -5.180771565081707664e-01 8.911906152885895604e-03
-9.584093399485434261e+00 -6.050835264822147508e-01 1.219344760535616135e-01
-9.711144276638833617e+00 -6.076569075869322489e-01 1.386627107841224560e-01
-9.724191566961888356e+00 -5.597284201736876241e-01 -2.875745534061379116e-01
-9.665692933326029745e+00 -6.531180710086790242e-01 7.286190041321490007e-02
-9.692060160552712134e+00 -4.030196451988068418e-01 1.218076357256114295e-01
-9.658961432973576677e+00 -5.499943763386276885e-01 -2.003153389275368901e-01
-9.630282778713599612e+00 -7.098167737648224396e-01 -1.711550023788337427e-01
-9.710697736540023328e+00 -2.960577773924732981e-01 -5.183099305105243193e-02
-9.706115284153128187e+00 -4.724569207293374262e-01 1.463309724446227589e-01
-9.626926475196599498e+00 -4.872501023074473636e-01 -5.356171671952154184e-02
-9.630391601894663367e+00 -5.551847349489014150e-01 1.347172807592175725e-01
-9.693020923678089318e+00 -4.591895088342585751e-01 7.938172095111839521e-02
-9.649147598315312990e+00 -4.813600891457094910e-01 1.746853724908417616e-02
-9.723702541175955005e+00 -6.364744968981028705e-01 5.931943735506804011e-02
-9.676327038613051101e+00 -5.672069097355096901e-01 5.091080864454720911e-03
-9.622298745326240521e+00 -5.158953041944691620e-01 1.257022317585682891e-01
-9.707670152896548998e+00 -3.733824542972348226e-01 3.135527606042154414e-02
-9.694870592401018783e+00 -5.888560729677476679e-01 8.116167284254879877e-02
-9.620572766464789538e+00 -4.781391086798247869e-01 -6.577472273725473717e-02
-9.641814692453143820e+00 -5.292964482011361937e-01 -2.305331370892357845e-02
-9.690800404951270153e+00 -7.067997552918869886e-01 9.792016795291898223e-02
-9.624046454165927855e+00 -4.020877500105708435e-01 -1.866516658745659071e-04
-9.630828494824877239e+00 -5.138720695283369722e-01 -9.612464016595784200e-02
-9.613571236893944771e+00 -4.565232961608680640e-01 1.124165682783070663e-01
-9.666468056074123183e+00 -5.890508950223534157e-01 -5.162530180035651561e-02
-9.613141997424552443e+00 -5.252001958263274872e-01 -1.977812466566288618e+00
-9.697787672563764616e+00 -6.284663848475364745e-01 5.526816380868208173e-02
-9.588417097258080446e+00 -7.592530328046658283e-01 8.029090209358674679e-02
-9.730773729177569109e+00 -5.295572382824760282e-01 1.446533734211196964e-01
-9.667090843596893635e+00 -5.158288928590022415e-01 -7.658488775948341098e-02
-9.677781120161389694e+00 -4.086180015612734806e-01 4.413982760904465452e-02
-9.665682124697072553e+00 -4.088144671994866641e-01 5.917558811432351018e-02
-9.689643495926398842e+00 -4.339473083514970853e-01 -2.240062224937521274e-01
-9.660529529559141793e+00 -4.369605985482243327e-01 8.599545712791917262e-02
-9.660608262900517218e+00 -5.528798058124682058e-01 1.331711485098255321e-02
-9.648866005907994037e+00 -4.926607248344900825e-01 -5.020393562464103843e-02
-9.608003970976636055e+00 -7.416702722005292792e-01 1.399271929225801014e-01
-9.655163748182376438e+00 -3.352659078608670740e-01 -1.647746415151681021e-02
-9.673198144940599263e+00 -5.557186588662927917e-01 2.877578154812471256e-02
-9.655080119275622152e+00 -5.264727806299864810e-01 -9.227859366878274350e-02
-9.683614210021044499e+00 -4.674573036450713204e-01 1.468895888002582362e-01
-9.687798265640600093e+00 -7.492375194606406552e-01 1.311428112286242009e-01
-9.674637401354020838e+00 -4.684936174653460128e-01 1.845263185974583831e-01
-9.692727376699494357e+00 -3.776830161254789431e-01 4.256055073729010652e-02
-9.669201683199688091e+00 -3.819528007386621127e-01 -1.282220044032196526e-02
-9.704615974366562980e+00 -7.208757311678830604e-01 2.513357336258114083e-01
-9.715439416753868684e+00 -6.472952348731544348e-01 2.193834357521412537e-02
-9.640973379737411975e+00 -3.894510975460603319e-01 2.118675766023160878e-01
-9.670926803816957573e+00 -7.246949285539865393e-01 -1.451672658526160231e-01
-9.696907550762261963e+00 -7.517730378025997418e-01 4.667680341163017027e-02
-9.673784436132354614e+00 -2.907118238063608473e-01 6.140600464841276113e-02
-9.656493318921166136e+00 -6.470341534609613809e-01 6.986973890176301216e-03
-9.676927584614711364e+00 -6.331416834202832078e-01 1.214427326051515099e-01
-9.653082515488595305e+00 -5.334862309288137538e-01 8.487339921834830686e-03
-9.650268438072055588e+00 -8.288150801124691824e-01 6.836322230347374740e-02
-9.690094900196298155e+00 -5.299640400469467494e-01 1.592306528379692360e-02
-9.695263665579817669e+00 -7.514489600762641608e-01 -1.289018637676550005e-01
-9.667790914432968563e+00 -5.147355632792125490e-01 -2.713130078286268496e-02
-9.618027941455817853e+00 -7.502486087751822907e-01 6.513560503186249795e-02
-9.626788395318662594e+00 -5.147533567649071884e-01 -5.440770459390872893e-02
-9.704314667813248363e+00 -5.861302105826937670e-01 -5.613658488178784045e-02
-9.672311943439808601e+00 -4.238042363530762913e-01 2.003081361278696848e-02
-9.569500356390889806e+00 -4.390471970710976279e-01 -9.864755785144084521e-02
-9.693406809489472309e+00 -5.475942819911052695e-01 7.252136133841977084e-02
-9.633779428129399136e+00 -5.146890519055675739e-01 1.236289026268313079e-01
-9.704449635009567032e+00 -5.845958765528704859e-01 2.415862279177638169e-02
-9.689293057528724162e+00 -4.632090399834374317e-01 -8.651748968076916624e-02
-9.659346120866000973e+00 -7.113541308432811405e-01 1.889221158113257859e-01
-9.687522758390134214e+00 -4.699239597875068952e-01 5.279204951547174229e-02
-9.708808276823384986e+00 -5.592262918187262954e-01 7.036555544941085205e-03
-9.685453222508636273e+00 -4.298983911389582246e-01 3.803558585248298374e-02
-9.598595810503113057e+00 -6.352674396703861248e-01 -1.073060224666997353e-01
-9.735344070520000059e+00 -4.092995167543973523e-01 2.495949929147086438e-02
-9.667776913747470502e+00 -3.497669267801537529e-01 -1.091266171378608429e-01
-9.694217539220115754e+00 -7.728499894611173815e-01 -2.522926197489233635e-02
-9.679154490396468802e+00 -5.976484539354820491e-01 4.059522849562055558e-02
-9.722078050639410662e+00 -5.363523355507515689e-01 2.454647537664458867e-02
-9.705865351558760068e+00 -4.806599200753893797e-01 1.783008664181795488e-01
-9.711117349977538282e+00 -5.556145883607328528e-01 4.085644303159786939e-02
-9.670256581960510189e+00 -5.490380402855588038e-01 4.617497220514848316e-02
-9.681955535032278348e+00 -6.474727298883857785e-01 9.621801184781675342e-02
-9.693145414818351568e+00 -6.469425031647402236e-01 6.343458517138875208e-02
-9.730741248258620857e+00 -6.880002112811585135e-01 -2.668786351530365031e-01
-9.665314800159215736e+00 -4.906453992929806773e-01 2.417682111766053174e-02
-9.674288727784269071e+00 -5.046798485323558126e-01 1.277493940403964523e-01
-9.682820339961191181e+00 -6.651028536323710938e-01 4.910214750819608814e-02
-9.659260140281405782e+00 -6.836630405527670540e-01 -4.786267994020469707e-02
-9.679206864096277840e+00 -4.421970483431651999e-01 -1.870365767525739020e-02
-9.659899824196156004e+00 -5.640664182791796932e-01 1.058391626291027288e-01
-9.662742689931020479e+00 -8.477954098585165355e-01 -7.694445254494129693e-02
-9.609334744176726062e+00 -5.749351607759516369e-01 8.984567198335964566e-02
-9.670395336300144251e+00 -5.257921312640614353e-01 6.843548473927064946e-02
-9.682818756686975448e+00 -7.707947177079605972e-01 5.033913910093983091e-02
-9.686752449259643072e+00 -5.339867044464750023e-01 -1.083951707215487226e-02
-9.711640749857989974e+00 -6.487402596931746146e-01 -8.630340984147888417e-02
-9.639428413404870000e+00 -4.898762694748288737e-01 1.123372057807610763e-01
-9.695352881660340927e+00 -5.129610661326937660e-01 6.678393203699209413e-02
-9.652199539763328673e+00 -4.957771225992013697e-01 2.051771839780666337e-02
-9.607607418037323654e+00 -7.158659565258034263e-01 -5.616244469570289000e-02
-9.633878586001555888e+00 -5.070165772078567556e-01 -1.656150580523732541e-02
-9.673379206939262787e+00 -5.698501638154818139e-01 5.555229123550077530e-02
-9.616547592095585628e+00 -4.693167159550659662e-01 -7.577683097279169777e-02
-9.632829339289351367e+00 -4.042981900728452871e-01 -1.250536648856542810e-02
-9.685891678642391867e+00 -3.955331428686816864e-01 2.928028534754839596e-02
-9.659173736521847076e+00 -6.230539106225050361e-01 -3.041818129444338881e-02
-9.610730644248661747e+00 -4.823086896352153374e-01 -1.868758347709068790e+00
-9.708513862820067786e+00 -5.289330265899767625e-01 8.789459421773110348e-02
-9.669684124086931121e+00 -5.607605652648706140e-01 1.839457825508786781e-01
-9.706313351535202472e+00 -6.626621045411704714e-01 1.622374363910910611e-01
-9.668375204686807223e+00 -7.393964465854301338e-01 5.640097543908986766e-02
-9.617388907241686269e+00 -3.735648599848353513e-01 4.961458707884382202e-02
-9.641510136496055594e+00 -4.940975814476207262e-01 1.455737336414457961e-01
-9.635336748945686480e+00 -4.865782234125743955e-01 -2.142790473811362895e-01
-9.683524228183808091e+00 -2.636464514227228051e-01 1.047773319937825576e-01
-9.680419584132375022e+00 -4.407843678633485140e-01 -1.668075743334912486e-02
-9.673445097224364631e+00 -5.837443950913439039e-01 1.327021468612891719e-01
-9.567542412612700886e+00 -6.289428118997388850e-01 1.189050734724054620e-01
-9.683106944724118037e+00 -3.937587248369922577e-01 -6.984426922920922154e-02
-9.645505370902622388e+00 -4.452660113609354653e-01 -1.757601128670296664e-01
-9.658203120889170989e+00 -4.845395907623260001e-01 9.664694714809754506e-03
-9.620037114191621441e+00 -3.537973697889711389e-01 -4.980759438210886209e-02
-9.657846707852428381e+00 -8.759385617060813090e-01 1.085927516644334678e-01
-9.702579253266675252e+00 -4.695791828372621879e-01 7.483941572118481267e-02
-9.643633539822896950e+00 -4.731944216659496050e-01 -4.961360158408270604e-03
-9.711051053191864568e+00 -5.391402503855049488e-01 3.983424609618157336e-02
-9.651781645360596684e+00 -5.842587871608442285e-01 8.625181996536612772e-03
-9.664836976091672582e+00 -8.424781253083342136e-01 8.858810400949132524e-02
-9.652084913172721770e+00 -2.877273583135355750e-01 6.319959248339870883e-02
-9.701053829874728862e+00 -6.431080558129091962e-01 -3.567682968609139915e-01
-9.664104796190709834e+00 -7.999677700656766532e-01 2.613846896257478181e-02
-9.684069383761475081e+00 -5.304396455981192915e-01 1.831601971787932548e-01
-9.634877087880555635e+00 -5.969720552663484447e-01 -4.498479763086634664e-01
-9.624759748294440698e+00 -2.925989002339370870e-01 -3.943570607142965478e-02
-9.657716570654045540e+00 -3.190667309452654976e-01 4.773290506467714467e-03
-9.668589575603872888e+00 -5.729338301949118417e-01 2.364694137016881692e-02
-9.716797194356761480e+00 -4.703958242248007515e-01 2.632107260841154428e-02
-9.652624748829561341e+00 -6.511667783106060980e-01 5.059099278626097429e-02
-9.641986185274824095e+00 -4.567605581903348977e-01 -4.962264834908521050e-02
-9.682828888980292703e+00 -8.141924057529550396e-01 1.879115223782531485e-01
-9.644230276378335631e+00 -6.104642353577420799e-01 7.393512827256985831e-02
-9.718807928297360732e+00 -4.353281044192929272e-01 2.216676621515348278e-02
-9.708344681086986228e+00 -4.051272252398128160e-01 9.078105983623831199e-02
-9.650212268241748603e+00 -5.843159014605436852e-01 -2.882816233967521180e-01
-9.697903321251123643e+00 -4.724740335387318524e-01 6.995647389002471184e-02
-9.671376836168150248e+00 -7.887558604708253540e-01 1.419331611305609808e-01
-9.689721176227656940e+00 -3.573118790110338949e-01 1.630526587105635139e-02
-9.645680267127266561e+00 -7.735082859914532705e-01 -1.750047956229230373e-01
-9.661447926466170344e+00 -5.769673041681739889e-01 1.205765957219816220e-02
-9.676308636393335050e+00 -6.109983001443399786e-01 1.661876690985865934e-01
-9.708568323758868246e+00 -3.234867266347736248e-01 1.224199349505913359e-01
-9.675601536191500429e+00 -6.591619749870352152e-01 1.127262085508195788e-01
-9.704745059383984795e+00 -4.550976957218022534e-01 -1.201963689131227420e-02
-9.706866317409598821e+00 -5.613303184703681836e-01 7.256706920206013045e-02
-9.655270860297505919e+00 -5.413262499244138048e-01 -1.162431332046069410e-01
-9.645190212059187473e+00 -2.925024766956871858e-01 8.904593830149398759e-02
-9.720697643035801860e+00 -6.876367763814834611e-01 2.248604898264905394e-02
-9.670363194314377964e+00 -5.647381302777678691e-01 1.134410293906563949e-01
-9.673244460350863605e+00 -5.144790863763368804e-01 8.624408653720833096e-02
-9.670032075078170308e+00 -5.685480131674820470e-01 -2.587275847542334917e-03
