"mass","porb","label","numSimulation","Teff","logCN","star_mass","lg_mstar_dot_1","period_hours","period_days","teffError2","cnError2","massError2","mdotError2","totalError2"
1.7,2.9,"mass=1.700,Porb=2.900",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.8,2.5,"mass=1.800,Porb=2.500",1,4252.15195752008,-2.16906819336562,0.396297402299065,-8.84054365679122,7.13351186,0.297229660833333,0.521881324296492,1.48383810713649,0.409180406532089,1.22438236759571,0.909820551390195
1.8,2.6,"mass=1.800,Porb=2.600",1,4242.79664960239,-2.2201406196605,0.327088736715525,-9.0925356412461,7.13351186,0.297229660833333,0.539572249270003,1.53020788600303,0.304293433665986,0.848004275613739,0.80551946113819
1.8,2.7,"mass=1.800,Porb=2.700",1,4376.87693775103,-2.19457232421022,0.275972466338499,-9.28862877460012,7.13351186,0.297229660833333,0.485285133180574,1.50699386834155,0.399974030238332,0.555117342951145,0.736842593677901
1.8,2.8,"mass=1.800,Porb=2.800",1,5102.58653636751,-2.23384601672065,0.230996034495758,-9.65792833093341,7.13351186,0.297229660833333,1.3437261419675,1.54265131736242,0.593913560254903,0.0467046518858511,0.881748917867669
1.8,2.9,"mass=1.800,Porb=2.900",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.5,"mass=1.900,Porb=2.500",1,4341.59246759374,-2.30933765455469,0.355646316265445,-9.00370994922682,7.13351186,0.297229660833333,0.488912470975689,1.61119183534028,0.317244971096899,0.98067533875695,0.849506154042455
1.9,2.6,"mass=1.900,Porb=2.600",1,4468.44649526117,-2.28615240702417,0.308212842583161,-9.20800536564473,7.13351186,0.297229660833333,0.499813061102597,1.59014143928608,0.32019521170622,0.675537382887557,0.771421773745615
1.9,2.7,"mass=1.900,Porb=2.700",1,4716.90620527656,-2.23651330791383,0.276596382869513,-9.40174843615229,7.13351186,0.297229660833333,0.716791136620016,1.54507300968787,0.391662952551261,0.386160530801943,0.759921907415272
1.9,2.8,"mass=1.900,Porb=2.800",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
1.9,2.9,"mass=1.900,Porb=2.900",1,NA,NA,NA,NA,7.13351186,0.297229660833333,NA,NA,NA,NA,NA
